y,XC1,XC2,XC3,XC4,XC5,XM1,XM2,XM3,XM4,XM5,XM6,XM7,XM8,XM9,XM10,z,strata,tau
0,0.4,0.2,-1,-0.3,-0.6,1,1,1,1,1,1,1,1,1,0,-0.6722255560472037,24,0.405465108108164
0,-1.3,-0.1,-0.4,-0.2,-0.2,1,1,1,1,1,1,1,1,1,0,-1.8949166791270016,24,0.405465108108164
0,-2.9,-1.8,-1.5,-3,-2.5,1,1,1,1,1,1,1,1,1,0,-0.9288515194040072,24,0.405465108108164
1,-0.9,-1.2,-1.1,-1.9,-0.6,1,1,1,1,1,1,1,1,1,0,-0.0380033565424015,24,0.405465108108164
0,2.1,-0.4,0.5,2.8,2.5,1,1,1,1,1,1,1,1,1,1,1.0075650410995214,25,0.405465108108164
0,0,-1.4,-1,0.7,-0.2,1,1,1,1,1,1,1,1,1,1,-0.8052252533335578,25,0.405465108108164
1,-0.6,-1.7,-1.2,-1.9,0.8,1,1,1,1,1,1,1,1,1,1,-1.2179702031674482,25,0.405465108108164
0,2.1,0.7,0.6,0.5,0.6,1,1,1,1,1,1,1,1,1,1,-0.3088970671252601,25,0.405465108108164
1,0.4,0.1,0.2,0.2,-1.6,0,0,0,1,1,1,1,1,1,0,-2.1680787519300084,26,0.0953101798043249
0,-1.1,-0.4,-0.6,0.9,0.4,0,0,0,1,1,1,1,1,1,0,-0.8892790011643876,26,0.0953101798043249
0,2.5,0.7,0.4,1.2,0.7,0,0,0,1,1,1,1,1,1,0,-1.0679485226820664,26,0.0953101798043249
0,2.1,0.1,1.4,2.5,1.6,0,0,0,1,1,1,1,1,1,0,0.4178550424875872,26,0.0953101798043249
0,1.2,-0.4,0.3,0.3,-0,0,0,0,1,1,1,0,0,0,0,-1.5653969535754055,27,0.0953101798043249
1,0.9,1.1,-0.1,1.1,1,0,0,0,1,1,1,0,0,0,0,-1.3644020175345564,27,0.0953101798043249
0,-0.4,-2.4,-0.9,-0.2,-0.8,0,0,0,1,1,1,0,0,0,0,-0.2870466522420427,27,0.0953101798043249
0,0.3,0.4,-0.1,1.1,0.9,0,0,0,1,1,1,0,0,0,0,-0.28393070351962524,27,0.0953101798043249
0,0.2,-0,-1.6,1.2,0.3,1,1,1,1,1,0,0,0,0,0,0.034268345439986136,28,0.405465108108164
1,0.6,0.5,2,1.9,1.2,1,1,1,1,1,0,0,0,0,0,-1.4841959411686425,28,0.405465108108164
0,1.4,-1,-0,0.2,-0.1,1,1,1,1,1,0,0,0,0,0,1.115014179984251,28,0.405465108108164
0,1.1,-0.2,-0.2,0.7,1.3,1,1,1,1,1,0,0,0,0,0,-0.7456911250479362,28,0.405465108108164
0,-2.8,0.7,0.6,-0.1,0.3,0,0,0,1,1,1,0,1,0,0,1.226431549622149,29,0.0953101798043249
1,1.1,2.3,1.4,0.5,0.6,0,0,0,1,1,1,0,1,0,0,0.6858154494341624,29,0.0953101798043249
0,-0.4,0.6,0,0.2,-1.4,0,0,0,1,1,1,0,1,0,0,1.2103801539979253,29,0.0953101798043249
0,-1.2,-0.6,-0.4,-2.3,-1.3,0,0,0,1,1,1,0,1,0,0,1.7051139329653502,29,0.0953101798043249
0,0.4,1.7,1.6,1.6,0.6,1,1,0,1,1,1,0,0,0,0,1.7134902136249466,30,0.0953101798043249
0,-1.9,-0.9,0,-0.5,0.1,1,1,0,1,1,1,0,0,0,0,0.4927930579020841,30,0.0953101798043249
0,-2.2,-0.8,-0,-0.3,1.6,1,1,0,1,1,1,0,0,0,0,0.7353921338646303,30,0.0953101798043249
1,-1.6,-0.9,-0.5,-0.6,-0.9,1,1,0,1,1,1,0,0,0,0,1.906110822321939,30,0.0953101798043249
0,0.6,-0.2,0.5,0.6,1,1,1,1,0,0,1,0,1,1,0,-1.8652054334843464,31,0.405465108108164
1,-1.9,-1.4,-1.2,-1.4,-1,1,1,1,0,0,1,0,1,1,0,-1.3593190832394297,31,0.405465108108164
0,-0.8,-1.7,-0.3,-1.2,-1.7,1,1,1,0,0,1,0,1,1,0,-0.9896741625959864,31,0.405465108108164
0,-1.5,-0.9,0.1,-0.2,-0.6,1,1,1,0,0,1,0,1,1,0,-1.5673388552499836,31,0.405465108108164
0,-0.6,0,-0,-0.8,-0.2,0,1,1,1,1,1,1,1,1,1,0.9841449991153339,32,0.405465108108164
1,-2.1,-1.2,-0.7,-1.6,-0.5,0,1,1,1,1,1,1,1,1,1,1.1083866543076297,32,0.405465108108164
0,-2.2,0.4,-1.1,-2.1,-1.7,0,1,1,1,1,1,1,1,1,1,1.0929917738729977,32,0.405465108108164
0,-1.9,-1.4,-1.3,-1.1,-1.1,0,1,1,1,1,1,1,1,1,1,2.127980489122126,32,0.405465108108164
1,0.2,-0,1.7,1.4,0.9,0,1,1,1,1,1,1,0,0,0,2.816971856459178,33,0.405465108108164
0,2.3,0.9,0.5,1.1,1.4,0,1,1,1,1,1,1,0,0,0,1.063151300033726,33,0.405465108108164
0,-0.2,-0.9,-0.2,1,-0.6,0,1,1,1,1,1,1,0,0,0,1.2219631508945001,33,0.405465108108164
0,0.9,1.1,0.3,1.9,-0.3,0,1,1,1,1,1,1,0,0,0,1.9031713524307254,33,0.405465108108164
0,-0.4,-0.6,-1,-0.1,0.7,1,1,1,1,1,1,0,0,1,0,-0.4842241642436226,34,0.405465108108164
0,-0.6,-0.2,-0.4,0.7,0.9,1,1,1,1,1,1,0,0,1,0,0.5205856160282119,34,0.405465108108164
1,0.7,-0.5,-1.8,-0.4,-0.6,1,1,1,1,1,1,0,0,1,0,0.8822635454111107,34,0.405465108108164
0,0.4,1.3,0.3,-0.3,0.5,1,1,1,1,1,1,0,0,1,0,-0.6842719915840867,34,0.405465108108164
0,-1.4,-1.1,-0.3,-2.7,-2.1,0,1,0,1,1,1,0,0,1,1,1.353047756643167,35,0.0953101798043249
1,-2.1,-2.4,-1.7,-0.5,-2.9,0,1,0,1,1,1,0,0,1,1,0.8704484155166652,35,0.0953101798043249
0,-0.3,-0.4,-0.4,-2.6,-1.2,0,1,0,1,1,1,0,0,1,1,-2.1169889246270013,35,0.0953101798043249
0,0.8,-0.4,0.1,-0.6,1,0,1,0,1,1,1,0,0,1,1,1.0041671251343158,35,0.0953101798043249
0,0.2,-0,1.7,1.4,0.9,1,1,1,1,1,0,0,0,1,0,2.816971856459178,36,0.405465108108164
1,2.3,0.9,0.5,1.1,1.4,1,1,1,1,1,0,0,0,1,0,1.063151300033726,36,0.405465108108164
0,-0.2,-0.9,-0.2,1,-0.6,1,1,1,1,1,0,0,0,1,0,1.2219631508945001,36,0.405465108108164
0,0.9,1.1,0.3,1.9,-0.3,1,1,1,1,1,0,0,0,1,0,1.9031713524307254,36,0.405465108108164
0,0.5,-0.4,-0.2,-1.4,-0.5,1,1,1,0,0,0,0,0,1,1,0.32182017431751586,37,0.405465108108164
1,-1.8,-0.3,0.1,0.7,-1.3,1,1,1,0,0,0,0,0,1,1,0.024862866007576256,37,0.405465108108164
0,0.7,-1.5,-1.3,-1.4,-0.2,1,1,1,0,0,0,0,0,1,1,-0.17705719188984995,37,0.405465108108164
0,-2.5,-1.1,0.9,-1.2,-1.9,1,1,1,0,0,0,0,0,1,1,0.2727124626107902,37,0.405465108108164
1,-0.6,-0.4,-1.3,0.6,-0.4,1,1,0,0,0,0,1,1,0,0,0.6397655724203495,38,-0.22314355131421
0,2.1,2.1,1,0.7,-0.8,1,1,0,0,0,0,1,1,0,0,1.7916103957291307,38,-0.22314355131421
0,-1.1,-1.3,-1.1,0.3,-0.5,1,1,0,0,0,0,1,1,0,0,-1.3446430686737094,38,-0.22314355131421
0,0.9,1.4,-1,-0.3,0.9,1,1,0,0,0,0,1,1,0,0,-0.1977655969687646,38,-0.22314355131421
0,1.5,0.2,-1.1,0.5,-0.5,0,0,1,1,0,1,1,1,1,1,-0.22060921658674626,39,0.262364264467491
1,0.7,1.9,2,-0.4,1.8,0,0,1,1,0,1,1,1,1,1,-0.816842196423119,39,0.262364264467491
0,0.2,0.4,0.6,0.5,-0.8,0,0,1,1,0,1,1,1,1,1,2.9409775845282846,39,0.262364264467491
0,0.2,0.6,1.2,-0,0.2,0,0,1,1,0,1,1,1,1,1,1.9009030177238124,39,0.262364264467491
1,-0.7,-0.9,-0.1,-0.8,-0.3,0,0,0,0,0,0,1,1,0,0,-1.2042263600933367,40,-0.22314355131421
0,0.4,0.4,-0.4,-0.7,-0,0,0,0,0,0,0,1,1,0,0,-1.3175886573350661,40,-0.22314355131421
0,-3.8,-1.5,-1.5,-1.3,-3.4,0,0,0,0,0,0,1,1,0,0,-2.0370941864688237,40,-0.22314355131421
0,-1.4,-2.2,-2.6,-1.4,-2.4,0,0,0,0,0,0,1,1,0,0,-1.5228638830566887,40,-0.22314355131421
1,0.9,1.1,0,1.2,1.2,1,1,1,1,1,0,0,1,0,1,-0.07931228578951532,41,0.405465108108164
0,1,1.2,-0,1,0.7,1,1,1,1,1,0,0,1,0,1,-0.28346754813515507,41,0.405465108108164
0,0.5,-0.3,-1.9,1.5,-0.4,1,1,1,1,1,0,0,1,0,1,1.6416810894992715,41,0.405465108108164
0,1.6,0.9,-0.9,1.2,-0.1,1,1,1,1,1,0,0,1,0,1,0.9291782020367857,41,0.405465108108164
1,-0.7,1.1,0.5,0.1,1,1,1,1,1,1,1,1,0,0,0,0.9999473946726665,42,0.405465108108164
0,-1.7,0,-0.3,-1.6,-0.4,1,1,1,1,1,1,1,0,0,0,0.7617580917293153,42,0.405465108108164
0,-0.9,-0.9,0.8,-0,-0.9,1,1,1,1,1,1,1,0,0,0,-0.45279949314799295,42,0.405465108108164
0,-1.4,1.7,1,-0.6,-1.1,1,1,1,1,1,1,1,0,0,0,1.1952360113351674,42,0.405465108108164
0,-1.2,0.2,-1.3,-1.6,0.2,1,0,0,0,0,1,1,0,1,1,-2.0544312116723953,43,-0.22314355131421
0,-1.1,-0.7,-0.7,-0.4,-0,1,0,0,0,0,1,1,0,1,1,-0.8535621119181303,43,-0.22314355131421
1,-1,-1.4,-1.2,0.1,0.3,1,0,0,0,0,1,1,0,1,1,-0.5209523736232959,43,-0.22314355131421
0,0.3,-1.7,0,-0.4,0.1,1,0,0,0,0,1,1,0,1,1,0.06186149862299262,43,-0.22314355131421
0,1.3,0.2,1.2,0.1,1.3,0,0,1,1,1,1,0,1,0,1,-0.46334534282488143,44,0.262364264467491
0,-1.1,-1.2,0.4,-1.1,-1.3,0,0,1,1,1,1,0,1,0,1,-0.7035731455694142,44,0.262364264467491
0,-0.6,-0.3,1.3,-0.6,0.8,0,0,1,1,1,1,0,1,0,1,-0.9437683451530716,44,0.262364264467491
1,-0.3,2.1,0.1,-0.8,0.8,0,0,1,1,1,1,0,1,0,1,1.1551039650085038,44,0.262364264467491
1,1,1,0.9,1.5,2.1,1,1,1,1,0,1,0,1,0,1,1.8533590596841267,45,0.405465108108164
0,-0,0.2,0.1,-0.3,-0.9,1,1,1,1,0,1,0,1,0,1,-0.6693915885362574,45,0.405465108108164
0,0.8,0.4,0.7,0.7,-0.9,1,1,1,1,0,1,0,1,0,1,0.8731465293574463,45,0.405465108108164
0,-1.5,0.5,-1.2,-1,-1.4,1,1,1,1,0,1,0,1,0,1,0.490401253717317,45,0.405465108108164
1,-1.4,0.2,-0.7,0,0.7,0,0,0,0,1,0,1,1,0,0,-3.383495513268309,46,0.0953101798043249
0,-0.6,-1,-1.2,-1.4,-1.5,0,0,0,0,1,0,1,1,0,0,0.11416004516081091,46,0.0953101798043249
0,-0.8,-0.3,-0.3,-0.6,-1.5,0,0,0,0,1,0,1,1,0,0,-0.03845645418061039,46,0.0953101798043249
0,-3.2,-1.7,-0.9,-2,-0.5,0,0,0,0,1,0,1,1,0,0,-1.1503476364889393,46,0.0953101798043249
0,-0.5,-0.3,0.2,1.8,0,1,0,0,1,1,1,1,1,1,1,-0.3772351639176896,47,0.0953101798043249
1,-0.5,-0.7,-0.4,0,-0.3,1,0,0,1,1,1,1,1,1,1,-0.8433661511897382,47,0.0953101798043249
0,0.2,-1.1,-1.1,-0.7,-0.7,1,0,0,1,1,1,1,1,1,1,0.9475554665544618,47,0.0953101798043249
0,1.1,-0.5,-0.6,-0.6,0.2,1,0,0,1,1,1,1,1,1,1,-1.1728370215002917,47,0.0953101798043249
0,0.9,-1,-1,0.3,0.6,1,0,0,1,0,0,0,0,1,0,-1.119990530989001,48,-0.22314355131421
0,-0.5,-2.4,-3.3,-0.4,-1.5,1,0,0,1,0,0,0,0,1,0,-0.6225741613986757,48,-0.22314355131421
1,0.7,-0.3,0.8,0.5,0.4,1,0,0,1,0,0,0,0,1,0,-0.7586839010762585,48,-0.22314355131421
0,0.9,-1.4,-0.9,0.3,-0.2,1,0,0,1,0,0,0,0,1,0,-1.8741331495755778,48,-0.22314355131421
0,-0.2,-1.4,0.5,1.1,0.8,0,0,1,0,1,1,1,0,0,0,0.09099297646141397,49,0.262364264467491
0,1,0.5,0.1,0.8,1.1,0,0,1,0,1,1,1,0,0,0,0.6255126688243742,49,0.262364264467491
0,0.3,-0.3,0.7,0.5,-0.2,0,0,1,0,1,1,1,0,0,0,1.2534513998594747,49,0.262364264467491
1,1.7,-0.3,0.2,2.5,0.6,0,0,1,0,1,1,1,0,0,0,2.3768993614283938,49,0.262364264467491
0,-0.6,-0.3,-0.4,-0.3,0.8,0,0,0,0,0,0,1,1,1,1,-0.33339912035960195,50,-0.22314355131421
0,0.8,0.1,0.1,0.6,1,0,0,0,0,0,0,1,1,1,1,-1.7419332714614906,50,-0.22314355131421
0,1.1,-0.5,-0.1,0.9,1.3,0,0,0,0,0,0,1,1,1,1,0.32095789453006196,50,-0.22314355131421
1,0.5,-0.5,0.7,-0.6,-1.4,0,0,0,0,0,0,1,1,1,1,-2.23721499568907,50,-0.22314355131421
0,0.2,-0.8,-1,-0.3,-0.4,1,1,1,1,1,1,1,1,1,0,-1.2243230919958847,51,0.405465108108164
1,1.3,0.5,0.5,1,0.7,1,1,1,1,1,1,1,1,1,0,1.165472534273868,51,0.405465108108164
0,-0.2,-1.8,-1.4,-0.2,0.2,1,1,1,1,1,1,1,1,1,0,-0.14845528124906082,51,0.405465108108164
0,2.6,-1,1.2,2,-0.9,1,1,1,1,1,1,1,1,1,0,0.37938786193962193,51,0.405465108108164
0,0.9,-1,-1,0.3,0.6,0,0,0,0,1,1,1,1,1,1,-1.119990530989001,52,0.0953101798043249
0,-0.5,-2.4,-3.3,-0.4,-1.5,0,0,0,0,1,1,1,1,1,1,-0.6225741613986757,52,0.0953101798043249
1,0.7,-0.3,0.8,0.5,0.4,0,0,0,0,1,1,1,1,1,1,-0.7586839010762585,52,0.0953101798043249
0,0.9,-1.4,-0.9,0.3,-0.2,0,0,0,0,1,1,1,1,1,1,-1.8741331495755778,52,0.0953101798043249
0,2,1.7,1.2,2.5,2.5,1,0,1,1,0,0,0,1,1,1,-0.27536941846387963,53,0.262364264467491
1,1.4,0.4,1.7,0.9,0.1,1,0,1,1,0,0,0,1,1,1,1.8724967029839032,53,0.262364264467491
0,0.6,0.6,1.8,0.1,-1.7,1,0,1,1,0,0,0,1,1,1,0.8150416760202912,53,0.262364264467491
0,0.7,-0.5,1,0.8,1,1,0,1,1,0,0,0,1,1,1,3.3632665097657872,53,0.262364264467491
0,0.2,-0,1.7,1.4,0.9,0,0,1,0,0,0,1,0,0,0,2.816971856459178,54,0.262364264467491
0,2.3,0.9,0.5,1.1,1.4,0,0,1,0,0,0,1,0,0,0,1.063151300033726,54,0.262364264467491
0,-0.2,-0.9,-0.2,1,-0.6,0,0,1,0,0,0,1,0,0,0,1.2219631508945001,54,0.262364264467491
1,0.9,1.1,0.3,1.9,-0.3,0,0,1,0,0,0,1,0,0,0,1.9031713524307254,54,0.262364264467491
0,-1.5,1.9,-0.4,-0.7,-1.5,0,0,0,0,0,0,0,0,0,0,1.9101254625193966,55,-0.22314355131421
0,-4.1,-0.9,-1.3,-1.9,-1.7,0,0,0,0,0,0,0,0,0,0,0.7738924086642253,55,-0.22314355131421
